index,split,class,label,file,relative_path,image_sha256,run,seed,support_id,query_id,sequence_group
26,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_195241.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_195241.jpg.jpg,a8a8e2dc7b245b1db8dddc2ae82df9699890df47b679131c77a72eb78c4ba27b,4,623,,,
27,support,Shot Hole Leaf,2,Spot Leaf_20241103_192401.jpg.jpg,Shot Hole Leaf/Spot Leaf_20241103_192401.jpg.jpg,42652197fd893d1d2d9b130eea09a36b8a22c34f81bff7613d913d26f6b6af46,4,623,,,
28,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_192106.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_192106.jpg.jpg,ddffe8d572d70867cb148f7bd32497e1588051df1e1205ab3ee17d5e2a69b16e,4,623,,,
29,support,Shot Hole Leaf,2,Spot Leaf_20241103_195549.jpg.jpg,Shot Hole Leaf/Spot Leaf_20241103_195549.jpg.jpg,dbd12426e21f6b36bb5f48cb12b110ce0834e3b4372910d5845061e28126ab98,4,623,,,
30,support,Yellow Leaf,3,Yellow Leaf_20241103_201116.jpg.jpg,Yellow Leaf/Yellow Leaf_20241103_201116.jpg.jpg,eeda74fca08c9076305c60160a4ea40743bccb7fa215309b9fa2aebb1135603d,4,623,,,
31,support,Yellow Leaf,3,Yellow Leaf_20241103_224220.jpg.jpg,Yellow Leaf/Yellow Leaf_20241103_224220.jpg.jpg,e97124afc3c9dcc486f9f38fd0a75f29b5143048178642da7847151530918ba2,4,623,,,
32,support,Yellow Leaf,3,Yellow Leaf_IMG_20241103_200707.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241103_200707.jpg.jpg,2d164c213f3e75288ede226422695be6879b0cf857b82ee66a24b98abf337eb9,4,623,,,
33,support,Yellow Leaf,3,Yellow Leaf_20241103_201033.jpg.jpg,Yellow Leaf/Yellow Leaf_20241103_201033.jpg.jpg,f4d840ede8ee12a878d2801707a730d4c7f79eeef2e39b47c06953bb7cd02e96,4,623,,,
34,support,Yellow Leaf,3,Yellow Leaf_IMG_20241109_195107.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241109_195107.jpg.jpg,f4acf9acbdcb841c0f055b4940db1ed98e052c15f65b339dfe3c29328828a3c3,4,623,,,
35,support,Yellow Leaf,3,Yellow Leaf_IMG_20241109_194921.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241109_194921.jpg.jpg,e06fe721cc4517b5d7684085e153376b1256ae387ecbeada8f93b2cdd0d9bbdc,4,623,,,
36,support,Yellow Leaf,3,Yellow Leaf_20241103_200818.jpg.jpg,Yellow Leaf/Yellow Leaf_20241103_200818.jpg.jpg,8f0163a87d6b671bdb2f135dccbc2d61a90b3495837853d9247b98de9d822c48,4,623,,,
37,support,Yellow Leaf,3,Yellow Leaf_IMG_20241109_195208.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241109_195208.jpg.jpg,8f50f085e526a91b5144664734e0fdcc9250fbe6f608f93e0b3f62349215c927,4,623,,,
38,support,Yellow Leaf,3,Yellow Leaf_IMG_20241109_194932.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241109_194932.jpg.jpg,fb0770c268defcdeacdcbfd3b6c7ef19278d8f5e1504b4f5b29bb6aa5fae6eda,4,623,,,
39,support,Yellow Leaf,3,Yellow Leaf_20241103_201422.jpg.jpg,Yellow Leaf/Yellow Leaf_20241103_201422.jpg.jpg,9bf323973f76484c5443a03c9eca05f0d0709d2964c8c32e7efcb25d71e0d738,4,623,,,
