index,split,class,label,file,relative_path,image_sha256
32,universe,Healthy Leaf,0,Healthy Leaf_20241104_182431.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182431.jpg.jpg,ee33766b32e372d4f6b70cf9ec0b0f8a6e1463bb93319d4b7ff1711c320cda44
33,universe,Healthy Leaf,0,Healthy Leaf_20241104_182444.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182444.jpg.jpg,16553192c93174ffd4cf32bca2b3ca759bc9fbca7a1235c94b2c9956e6a9b2c7
34,universe,Healthy Leaf,0,Healthy Leaf_20241104_182447.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182447.jpg.jpg,779f8185e58f78b3694e1b1079dba5c37bbb093a0294e128e08f1f6240a277cd
35,universe,Healthy Leaf,0,Healthy Leaf_20241104_182450.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182450.jpg.jpg,db46c9b4041a555e666e7f3279d720d68ffeef7d7dc1757238562cf2e418caa9
36,universe,Healthy Leaf,0,Healthy Leaf_20241104_182453.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182453.jpg.jpg,630fc8bc6a3fd44ca83873ee405de31df1f38342cce8b6c12e7c289e17f6d858
37,universe,Healthy Leaf,0,Healthy Leaf_20241104_182505.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182505.jpg.jpg,30f59acbb11dbb057e762c48a30b1f65c75093a6ea3f68c375828046fa41b652
38,universe,Healthy Leaf,0,Healthy Leaf_20241104_182507.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182507.jpg.jpg,55d8baa64c4fef3782feb70f5029ccb82e6f7529d3ca61669802b849762dfa07
39,universe,Healthy Leaf,0,Healthy Leaf_20241104_182510.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182510.jpg.jpg,f04f185d18c142374ea5c04337cdd2bb8b198b9c4e07703eecdfcbe10eee580b
40,universe,Healthy Leaf,0,Healthy Leaf_20241104_182533.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182533.jpg.jpg,045156989805be6733257d723c3055cf2963c9852fbc176d78ae3a74ed87c253
41,universe,Healthy Leaf,0,Healthy Leaf_20241104_182539.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182539.jpg.jpg,e1272ac94158d553ca3e254a038b13cf3d60580b6a52889f585d628d28287721
42,universe,Healthy Leaf,0,Healthy Leaf_20241104_182553.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182553.jpg.jpg,cf24b6a8c24c84bcbb3d68cc0341580814d9d126cec70cad4d1ad82cc2d3b196
43,universe,Healthy Leaf,0,Healthy Leaf_20241104_182555.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182555.jpg.jpg,24a6f0a9a6c2bfd1e216ba89abd1d5cbab1fda9cf9bc2ed69160289842191434
44,universe,Healthy Leaf,0,Healthy Leaf_20241104_182614.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182614.jpg.jpg,7ed7e24d6150091fe9864f817f3085e467226cc9c37120e4cf8a659b095bea3a
45,universe,Healthy Leaf,0,Healthy Leaf_20241104_182618.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182618.jpg.jpg,2b74b8532ca503a39be799a1da0e1d036b206b49723c5441bc5966cb632a1be2
46,universe,Healthy Leaf,0,Healthy Leaf_20241104_182621.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182621.jpg.jpg,30bd8bd1323938cf41e57594ed07b83622cdb957588d5cd29c01103717df58e3
47,universe,Healthy Leaf,0,Healthy Leaf_20241104_182624.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182624.jpg.jpg,78733be55eb6f54cd1ce7ed2ad3081202dbaec6bbff413aac8e081b2b8b055ab
48,universe,Healthy Leaf,0,Healthy Leaf_20241104_182631.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182631.jpg.jpg,2d68290ae90118a9f0b24caa156a2add09e37829ee95b05d54a935f55f6dd14f
49,universe,Healthy Leaf,0,Healthy Leaf_20241104_182634.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182634.jpg.jpg,2d07b2de11a3c0b4d2f774963e23db56af60dd52d844741457524285505a664f
50,universe,Healthy Leaf,0,Healthy Leaf_20241104_182637.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182637.jpg.jpg,f70877451d42fbccc27b18bbb549a92c4fb9fa722f8c8a55619fa6feb11abcc7
51,universe,Healthy Leaf,0,Healthy Leaf_20241104_182648.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182648.jpg.jpg,51b490f8453e37413ef06ceb4a2983d10168def625415bc10183e4e85b39aa7c
52,universe,Healthy Leaf,0,Healthy Leaf_20241104_182650.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182650.jpg.jpg,94e2df592e67307f3bde44e349e27fc0a84673979548d5e91eaab800bfd6177f
53,universe,Healthy Leaf,0,Healthy Leaf_20241104_182653.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182653.jpg.jpg,394bb741d1c9524f1d1213a0a7745b8e9f11c4c47257f15ba2f23812d41e22cd
54,universe,Healthy Leaf,0,Healthy Leaf_20241104_182657.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182657.jpg.jpg,1d00372445fc0a1ae0a4038148d7efd7a7113ddf0a075ba46a1b9ff915f78e47
55,universe,Healthy Leaf,0,Healthy Leaf_20241104_182718.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182718.jpg.jpg,1b7d6a68b86a1b973a5fdf1e8fb1f4149012d825033fec7fa8f356e5718a8cac
56,universe,Healthy Leaf,0,Healthy Leaf_20241104_182721.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182721.jpg.jpg,5f9ea5cf242d99b74ba25c836ea812c428a300e7619b4daeebf820a305c3bcb8
57,universe,Healthy Leaf,0,Healthy Leaf_20241104_182745.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182745.jpg.jpg,b7a9249effbbe431e48564ffcda9dd0b2c59d7cdbfb6a1ae3181e351561be675
58,universe,Healthy Leaf,0,Healthy Leaf_20241104_182748.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182748.jpg.jpg,71070a04689ca656a978c4bf2980ef045f29a96cdf493915e57108b044e8aa6f
59,universe,Healthy Leaf,0,Healthy Leaf_20241104_182751.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182751.jpg.jpg,279bc7f27ea44fec2b0bf80823f6263da4d5a9514fa848259cf2e707e13e0c40
60,universe,Healthy Leaf,0,Healthy Leaf_20241104_182753.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182753.jpg.jpg,8aae396a6382a3b72b834bc78cae7d687383e6d494675294d542bc33a7346634
61,universe,Healthy Leaf,0,Healthy Leaf_20241104_182808.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182808.jpg.jpg,f9cd35d8eaa2c5867dba59ec29aa188639c5b094b2b28ea5f40151f610023505
62,universe,Healthy Leaf,0,Healthy Leaf_20241104_182814.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182814.jpg.jpg,7de99926d14e063a728701b75e3e545a3ce98e4926a2db8af676184774d505d4
63,universe,Healthy Leaf,0,Healthy Leaf_20241104_182822.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182822.jpg.jpg,993ff6a09c54ad9f480e98bcdfd71afa482586770f3eefa0f5dd7bede8fac3db
64,universe,Healthy Leaf,0,Healthy Leaf_20241104_182825.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182825.jpg.jpg,f658b748067fe154b75c60d728a43e8817a15667518c95d613d6246749a2cab6
65,universe,Healthy Leaf,0,Healthy Leaf_20241104_182828.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182828.jpg.jpg,e849b084c2a5a2b7d1029e5972674e7700fc5e453bae25f284184d72f9f2e6d7
66,universe,Healthy Leaf,0,Healthy Leaf_20241104_182831.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182831.jpg.jpg,0c2f68054b73093fbd61e5248ccd1023f7fd038f828290dc5050a074444578bb
67,universe,Healthy Leaf,0,Healthy Leaf_20241104_182901.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182901.jpg.jpg,a1d53a9562454a6d97050117bd8024cc33b92afb54bac97746af3b889a6b58d6
68,universe,Healthy Leaf,0,Healthy Leaf_20241104_182904.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182904.jpg.jpg,464f99a929ca7a8465be2ce0ca50497525c73ef9def6013295dace67d5aee4d1
69,universe,Healthy Leaf,0,Healthy Leaf_20241104_182907.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182907.jpg.jpg,756e32da03d02d115a209c23fa954bb07469cfcd047a28c96cb34f566ed8ddfc
70,universe,Healthy Leaf,0,Healthy Leaf_20241104_182910.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_182910.jpg.jpg,613fae0bb305f0612629a8682a1a7167158d998b8ba6d796597a5e5d60de16ca
71,universe,Healthy Leaf,0,Healthy Leaf_20241104_183507.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183507.jpg.jpg,8ba70e11b62054aadbba12ef209d46c8c8fb87fc1af51adad7ffcf214f288cbb
72,universe,Healthy Leaf,0,Healthy Leaf_20241104_183510.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183510.jpg.jpg,ff5605a8bb83f08f514255219620593bb5d387037d2f480dbd1c2d225d91d0f2
73,universe,Healthy Leaf,0,Healthy Leaf_20241104_183513.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183513.jpg.jpg,b67da9c5f79900f10ca6803d921776bebbefe4712d7e79bb70587148700e14f0
74,universe,Healthy Leaf,0,Healthy Leaf_20241104_183531.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183531.jpg.jpg,ffb33d05bffb04342de7df5c1e3e2f3d06a81cc5dd6296ded52da383a1aeee68
75,universe,Healthy Leaf,0,Healthy Leaf_20241104_183534.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183534.jpg.jpg,06128ee244199232ccfbf07b936049460b3cf2da6f37ba201034279eefed8575
76,universe,Healthy Leaf,0,Healthy Leaf_20241104_183537.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183537.jpg.jpg,1298b4ba600ec070b4ea96f4414f2c5ec65a507c4b4fc0837847f07b2d508262
77,universe,Healthy Leaf,0,Healthy Leaf_20241104_183543.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183543.jpg.jpg,67ab1db86ef2de6838a14f4b80e2c4118cc3c6c3859fc52f08f81a3862bceed0
78,universe,Healthy Leaf,0,Healthy Leaf_20241104_183546.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183546.jpg.jpg,51a9f41d0c30c279a1b08558ace1c142b9a5c48da56d9d3cf3ad92d4f8797e9d
79,universe,Healthy Leaf,0,Healthy Leaf_20241104_183548.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183548.jpg.jpg,563496e5364b97e3a2112af00e4cfb27828b72f3534a30215273de2ee2daf12f
80,universe,Healthy Leaf,0,Healthy Leaf_20241104_183551.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183551.jpg.jpg,fe08ca3788aca6b96c44a0f042a553132ff3b7f827f2149fe1e487cb23ad65d9
81,universe,Healthy Leaf,0,Healthy Leaf_20241104_183609.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183609.jpg.jpg,b8012b2a4730627e25c670cb426e58b99a9aeddf972720f561e9726244b1ccec
82,universe,Healthy Leaf,0,Healthy Leaf_20241104_183612.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183612.jpg.jpg,2bffd1b06cbcc3b3d04cfeff880f5c331bc93227647b6245de8a34aa2b101d84
83,universe,Healthy Leaf,0,Healthy Leaf_20241104_183615.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183615.jpg.jpg,552700cebe51c7b1aa8da9cd8ac41474d75cf696bb4857a75b11e1e381b4dd0c
84,universe,Healthy Leaf,0,Healthy Leaf_20241104_183618.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183618.jpg.jpg,d782fffdfc719758570f2732cb54bc2cf5b29f7c046cee94b9f170f13cb5ba6d
85,universe,Healthy Leaf,0,Healthy Leaf_20241104_183625.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183625.jpg.jpg,ad6f66b3b1e3bfe76dc67cd61300d2431e5d17e29a6b0c07c0eebdbacebcfc1b
86,universe,Healthy Leaf,0,Healthy Leaf_20241104_183627.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183627.jpg.jpg,1ea27c83e71e145496da63a8476844a72fb859e4570a5765b7297e1b452d4d2b
87,universe,Healthy Leaf,0,Healthy Leaf_20241104_183630.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183630.jpg.jpg,881b21913fc891a890124c0da44db15cec4f2910e273620d6292e46aeca42d39
88,universe,Healthy Leaf,0,Healthy Leaf_20241104_183632.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183632.jpg.jpg,d80f1377c1386c503ecf3ce8d8548fa97e254170b85e256cd3856418802b3be5
89,universe,Healthy Leaf,0,Healthy Leaf_20241104_183636.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183636.jpg.jpg,077f084eb11e25c026ddacb67f443df24df1ad6a8dba3002e04c30aa00463199
90,universe,Healthy Leaf,0,Healthy Leaf_20241104_183642.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183642.jpg.jpg,86dcd09ba8cec0cbd703f961310c81a2890a3a13d4075216465bb2f91c105a47
91,universe,Healthy Leaf,0,Healthy Leaf_20241104_183644.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183644.jpg.jpg,5e56a58f55ce9c27f0887b5c7ccf9bc54cf3aeb32abcedec2d91500987ea33dc
92,universe,Healthy Leaf,0,Healthy Leaf_20241104_183646.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183646.jpg.jpg,e3114433478c9c4f159c75362586f160026ceb7e08026cdb8f48c65a49ad961b
93,universe,Healthy Leaf,0,Healthy Leaf_20241104_183650.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183650.jpg.jpg,8739b7d6bab8690f539607b2bb2879682ef4dd8da2aa33f405b70b5e572419ad
94,universe,Healthy Leaf,0,Healthy Leaf_20241104_183722.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183722.jpg.jpg,7e9fa7b668272897cb7a16a9e6b67fb7838145f4603e7accdd435e03fa4b850b
95,universe,Healthy Leaf,0,Healthy Leaf_20241104_183724.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183724.jpg.jpg,968e6488be0ad1c75e58be1fbd9ac3c6c2cfbba9dd6ea65098de258d9a83f069
96,universe,Healthy Leaf,0,Healthy Leaf_20241104_183727.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183727.jpg.jpg,4c15e927992ce8273c8e6d3f659d60f62ecd75aa8452b98bd1db3271d634eb0f
97,universe,Healthy Leaf,0,Healthy Leaf_20241104_183730.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183730.jpg.jpg,24d12d969ce94cc18d85062272d1d47c950fc0e7a13c54caf2e77339891f9ccd
98,universe,Healthy Leaf,0,Healthy Leaf_20241104_183743.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183743.jpg.jpg,cb52c10e37f918e92fed9667541eb6a196fcf6ddf14e9ceaacc60b44b6e7da69
99,universe,Healthy Leaf,0,Healthy Leaf_20241104_183748.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183748.jpg.jpg,25fd9c3529f51a622a71b37dc99ae8675b2d4c929554befc5a02ad681c46c2b3
100,universe,Healthy Leaf,0,Healthy Leaf_20241104_183751.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183751.jpg.jpg,3f036675713ede01428cc97eb542715d15f024f76a4b140b64443f61b8648a3a
101,universe,Healthy Leaf,0,Healthy Leaf_20241104_183805.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183805.jpg.jpg,094e511621ebc01b27c733eeac9dc0bf7970d90ef925966fdbb65c6120572a98
102,universe,Healthy Leaf,0,Healthy Leaf_20241104_183807.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183807.jpg.jpg,202d642f760b2fbff208c2d4e816353f0fcb162a0a29460c83da9a44a90f1321
103,universe,Healthy Leaf,0,Healthy Leaf_20241104_183809.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183809.jpg.jpg,fd6bf464dab5ad9d94dc0630910a3ccc65e853f4c081b1f6103e49b8c43c0693
104,universe,Healthy Leaf,0,Healthy Leaf_20241104_183813.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183813.jpg.jpg,581125616e5a655cb4ae5e3e59aa914bdb21e3e82ee5b6c90bec126d0536a3be
105,universe,Healthy Leaf,0,Healthy Leaf_20241104_183823.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183823.jpg.jpg,008e386753307c7f8a0e65c2c263d066b9934c62e419c7051e436ee4aec0f2c4
106,universe,Healthy Leaf,0,Healthy Leaf_20241104_183825.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183825.jpg.jpg,be5826396f39fbfeae5b15d29c129aba4b8798e46cf77e787745b7df4fb6bd14
107,universe,Healthy Leaf,0,Healthy Leaf_20241104_183828.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183828.jpg.jpg,c0aa1490488635e7de490f9e1003dbfd10720301a26e53494f5e30d2b21500d3
108,universe,Healthy Leaf,0,Healthy Leaf_20241104_183831.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183831.jpg.jpg,1e2535725e23c118294ab29e849227af89049ad34d51710e335b794b25d9a5ec
109,universe,Healthy Leaf,0,Healthy Leaf_20241104_183843.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183843.jpg.jpg,8e6ae26f66941070d327b20ef008e39b3f3c9ce551d1fbc03a8d1a0d94cb9be8
110,universe,Healthy Leaf,0,Healthy Leaf_20241104_183846.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183846.jpg.jpg,895c4ef88119f952613a18c841bef500103a0a6c85eea13449dc646b04bd4430
111,universe,Healthy Leaf,0,Healthy Leaf_20241104_183848.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183848.jpg.jpg,c0e372a96c40c3aea12c66c2fb643834a985d357a8f732f38f6712756438a5b7
112,universe,Healthy Leaf,0,Healthy Leaf_20241104_183852.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183852.jpg.jpg,ef27a6ce97e9beb66d252a30374217aab2f4cd2b168ad7231c90bfd8db50dab4
113,universe,Healthy Leaf,0,Healthy Leaf_20241104_183903.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183903.jpg.jpg,7ee48e3cff2e069e0bedcfcc953befe13eea25c98c1e5c29bb3b4e560caad51f
114,universe,Healthy Leaf,0,Healthy Leaf_20241104_183907.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183907.jpg.jpg,2bfc4dfea67284345b24b2d60473305967535fe09ba88351b3b59e3f83a4f643
115,universe,Healthy Leaf,0,Healthy Leaf_20241104_183921.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183921.jpg.jpg,fd37fe0dd1e63a4a2205b6c270226fb61653ce5441c083c6f5701c15f278e807
116,universe,Healthy Leaf,0,Healthy Leaf_20241104_183926.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183926.jpg.jpg,1a9c04cba0ebf6014583c793d556e87dde9db4a51b19f15be26db5fbb050b3f4
117,universe,Healthy Leaf,0,Healthy Leaf_20241104_183929.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183929.jpg.jpg,35f7caa2b47199a57efe91b030a9cc68ad40510311b5e737b44c6f4ce766c5c9
118,universe,Healthy Leaf,0,Healthy Leaf_20241104_184112.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_184112.jpg.jpg,c7784b723bf733d9580c94531b7a1ce5c88199ed8f04e2f502563053d36644cf
119,universe,Healthy Leaf,0,Healthy Leaf_20241104_184114.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_184114.jpg.jpg,c4364db2164816f170b81763d11e2ccfea3877f319f5e7eb777ea0f7906be296
